org_id,code,name,path
21569,TUPHE51,Chair of Experimental Physics on the Topology of Correlated Systems (Prof. Pfleiderer),TUM/Schools/Natural Sciences/Departments/Physics/Experimental Physics on the Topology of Correlated Systems (Prof. Pfleiderer)
21593,TUPHE61,Chair of Nanotechnology and Nanomaterials (Prof. Holleitner),TUM/Schools/Natural Sciences/Departments/Physics/Nanotechnology and Nanomaterials (Prof. Holleitner)
21602,TUPHT30,Scientific Computing 5100 (NAT) - IT Office (NAT),TUM/Schools/Natural Sciences/School Office/IT Office (NAT)/Scientific Computing 5100 (NAT)
21604,TUPHT65,Chair of Theoretische Elementarteilchenphysik (Prof. Ibarra),TUM/Schools/Natural Sciences/Departments/Physics/Theoretische Elementarteilchenphysik (Prof. Ibarra)
21615,TUPHT44,Chair of Theoretische Teilchen- und Kernphysik (Prof. Brambilla),TUM/Schools/Natural Sciences/Departments/Physics/Theoretische Teilchen- und Kernphysik (Prof. Brambilla)
21879,TUPHZEI,Central institutions of the academic department,TUM/Academic department/Former TUM Department of Physics/Central institutions of the academic department
22127,TUCHDEP,Chemistry Department,TUM/Academic department/Former TUM Department of Chemistry/Chemistry Department
22510,TUCHTC3,Wacker-Chair of Macromolecular Chemistry (Prof. Adams komm.),TUM/Schools/Natural Sciences/Departments/Chemistry/Macromolecular Chemistry (Prof. Adams komm.)
23046,TUCHAC4,Associate Professorship of Inorganic Chemistry (N.N.),TUM/Schools/Natural Sciences/Departments/Chemistry/Inorganic Chemistry (N.N.)
23057,TUCHOC6,Associate Professorship of Organic Chemistry (Prof. Glaser),TUM/Schools/Natural Sciences/Departments/Chemistry/Organic Chemistry (Prof. Glaser)
23183,TUCHEM1,Associate Professorship of Electron Microscopy (N.N.),TUM/Schools/Natural Sciences/Departments/Bioscience/Electron Microscopy (N.N.)
23184,TUCHAC5,Associate Professorship of Synthesis and Characterisation of Innovative Materials (Prof. Nilges),TUM/Schools/Natural Sciences/Departments/Chemistry/Synthesis and Characterisation of Innovative Materials (Prof. Nilges)
23185,TUCHOC9,Assistant Professorship of Protein Chemistry (Prof. Zeymer),TUM/Schools/Natural Sciences/Departments/Bioscience/Protein Chemistry (Prof. Zeymer)
23465,TUCHZB2,Service office Chemistry,TUM/Academic department/Former TUM Department of Chemistry/Service office Chemistry
23544,TUBVRAZ,Chair of Engineering Risk Analysis (Prof.Straub),TUM/Schools/Engineering and Design/Departments/Civil and Environmental Engineering/Engineering Risk Analysis (Prof.Straub)
23659,TULRESP,German Geodetic Research Institute and Chair of Geodetic Geodynamics (Prof. Seitz),TUM/Schools/Engineering and Design/Departments/Aerospace and Geodesy/German Geodetic Research Institute and Chair of Geodetic Geodynamics (Prof. Seitz)
24074,TULRLCC,Chair of Carbon Composites (Prof. Drechsler),TUM/Schools/Engineering and Design/Departments/Aerospace and Geodesy/Carbon Composites (Prof. Drechsler)
24093,TUMWPTA,Application centre for production engineering Augsburg,TUM/Schools/Engineering and Design/Departments/Mechanical Engineering/Application centre for production engineering Augsburg
24207,TUMWAPT,Chair of Plant and Process Technology (Prof. Klein),TUM/Schools/Engineering and Design/Departments/Energy and Process Engineering/Plant and Process Technology (Prof. Klein)
24208,TUMWTDY,Associate Professorship of Thermo-Fluid Dynamics (Prof. Polifke),TUM/Schools/Engineering and Design/Departments/Engineering Physics and Computation/Thermo-Fluid Dynamics (Prof. Polifke)
24209,TUMWSBA,Associate Professorship of Strömungsbeeinflussung und Aeroakustik (Prof. Kaltenbach),TUM/Schools/Engineering and Design/Departments/Engineering Physics and Computation/Strömungsbeeinflussung und Aeroakustik (Prof. Kaltenbach)
24472,TUEIITR,Chair of Information-oriented Control (Prof. Hirche),"TUM/Schools/Computation, Information and Technology/Departments/Computer Engineering/Information-oriented Control (Prof. Hirche)"
24633,TUINF01,Informatics 13 - Associate Professorship of Integrated Computing Systems- (N.N.),"TUM/Schools/Computation, Information and Technology/Departments/Computer Engineering/Integrated Computing Systems- (N.N.)"
24642,TUINF02,Informatics 11 - Associate Professorship of Applied Informatics - Cooperative Systems (N.N.),"TUM/Schools/Computation, Information and Technology/Departments/Computer Science/Applied Informatics - Cooperative Systems (N.N.)"
24648,TUINF03,Informatics 7 - Associate Professorship of Formal Methods for Software Reliability (Prof. Ayikudi Ramachandrakumar komm.),"TUM/Schools/Computation, Information and Technology/Departments/Computer Science/Formal Methods for Software Reliability (Prof. Ayikudi Ramachandrakumar komm.)"
24654,TUINF04,Informatics 10 - Associate Professorship of Architecture of Parallel and Distributed Systems - (Prof. Gerndt),"TUM/Schools/Computation, Information and Technology/Departments/Computer Engineering/Architecture of Parallel and Distributed Systems - (Prof. Gerndt)"
24659,TUEDS10,Associate Professorship of Computer Science Education (Prof. Michaeli),TUM/Schools/Social Sciences and Technology/Departments/Educational Sciences/Computer Science Education (Prof. Michaeli)
24661,TUINF12,Informatics 16 - Associate Professorship of Augmented Reality (Prof. Plecher komm.),"TUM/Schools/Computation, Information and Technology/Departments/Computer Science/Augmented Reality (Prof. Plecher komm.)"
24668,TUINF05,Informatics 25 - Chair of Data Science and Engineering (Prof. Neumann),"TUM/Schools/Computation, Information and Technology/Departments/Computer Science/Data Science and Engineering (Prof. Neumann)"
24669,TUINF07,Informatics 29 - Chair of Computational Molecular Medicine (Prof. Gagneur),"TUM/Schools/Computation, Information and Technology/Departments/Computer Science/Computational Molecular Medicine (Prof. Gagneur)"
24670,TUINI21,Informatics 21 - Chair of Logic and Verification (Prof. Bruse komm.),"TUM/Schools/Computation, Information and Technology/Departments/Computer Science/Logic and Verification (Prof. Bruse komm.)"
24671,TUINF14,Informatics 9 - Associate Professorship of Intelligent Autonomous Systems (N.N.),TUM/Academic department/Former TUM Department of Informatics/Institute of Informatics/Informatics 9 - Associate Professorship of Intelligent Autonomous Systems (N.N.)
24672,TUINF10,Informatics 14 - Associate Professorship of Theoretical Computer Science (Prof. Räcke),"TUM/Schools/Computation, Information and Technology/Departments/Computer Science/Theoretical Computer Science (Prof. Räcke)"
24673,TUINF15,Informatics 6 - Associate Professorship of Cyber Physical Systems (Prof. Althoff),"TUM/Schools/Computation, Information and Technology/Departments/Computer Engineering/Cyber Physical Systems (Prof. Althoff)"
24674,TUINF11,Informatics 6 - Associate Professorship of Machine Vision and Perception (Prof. Burschka),"TUM/Schools/Computation, Information and Technology/Departments/Computer Engineering/Machine Vision and Perception (Prof. Burschka)"
25178,TUWZA2E,Chair of Plant Systems Biology (Prof. Schwechheimer),TUM/Schools/Life Sciences/Departments/Molecular Life Sciences/Plant Systems Biology (Prof. Schwechheimer)
25281,TUWZA1C,Chair of Aquatic Systems Biology - Location Weihenstephan  (Prof. Geist),TUM/Schools/Life Sciences/Departments/Life Science Systems/Aquatic Systems Biology - Location Weihenstephan  (Prof. Geist)
25806,TUZEFT2,Work group Patent- und Lizenzbüro (AB 2),Work group
25807,TUZEFT3,Work group EU-Büro und Forschungsförderung (AB 3),Work group
25918,TUZV141,Construction Management Garching (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Site Garching (Central department 4)/Construction Management Garching (Central department 4)
25925,TUZV142,Facility Management Garching (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Site Garching (Central department 4)/Facility Management Garching (Central department 4)
25930,TUZVR15,Fire departement TUM Garching,"TUM/Functional Units/Health, Safety, Radiation Protection (HR6)/Fire departement TUM Garching"
25963,TUZVR2X,Management and Assistance,TUM/Central Administration/Human Resources (Central department 2)/Management and Assistance
25967,TUZVR20,"Human Resources Management, Principle tasks (department 20)","TUM/Central Administration/Human Resources (Central department 2)/Human Resources Management, Principle tasks (department 20)"
25971,TUZVR21,"Human Resources (University presidency, Central service units, Central administration, TUM Institute for Life Long Learning), Faculty ME, TUM School of Social Sciences and Technology  (department 21)","TUM/Central Administration/Human Resources (Central department 2)/Human Resources (University presidency, Central service units, Central administration, TUM Institute for Life Long Learning), Faculty ME, TUM School of Social Sciences and Technology  (department 21)"
25975,TUZVR22,Human Resources - Schools and Departments with service affiliation to Munich and in central supervision responsibility (department 22),TUM/Central Administration/Human Resources (Central department 2)/Human Resources - Schools and Departments with service affiliation to Munich and in central supervision responsibility (department 22)
25984,TUZVR30,General affairs of the department (department 30),TUM/Central Administration/Finance (Central department 3)/General affairs of the department (department 30)
25995,TUZVR31,Budgetary management (department 31),TUM/Central Administration/Finance (Central department 3)/Budgetary management (department 31)
26000,TUZVR32,Position management (department 32),TUM/Central Administration/Finance (Central department 3)/Position management (department 32)
26026,TUZVR33,Third-party funds (department 33),TUM/Central Administration/Finance (Central department 3)/Third-party funds (department 33)
26031,TUZVR34,Travel cost (department 34),TUM/Central Administration/Finance (Central department 3)/Travel cost (department 34)
26036,TUZVR35,Financial accounting (department 35),TUM/Central Administration/Finance (Central department 3)/Financial accounting (department 35)
26040,TUZVR36,Taxes (department 36),TUM/Central Administration/Finance (Central department 3)/Taxes (department 36)
26045,TUZVR37,Paying office (department 37),TUM/Central Administration/Finance (Central department 3)/Paying office (department 37)
26050,TUZVR40,Resource Planning (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Resource Planning (Central department 4)
26055,TUZVR42,Construction Management Munich (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Site Munich (Central department 4)/Construction Management Munich (Central department 4)
26059,TUZVR43,Construction management (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Site Munich (Central department 4)/Construction Management Munich (Central department 4)/Construction management (Central department 4)
26064,TUZVR44,Facility Management Munich (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Site Munich (Central department 4)/Facility Management Munich (Central department 4)
26069,TUZV440,"Energy monitoring, Contracting (Central department 4)","TUM/Central Administration/Real Estate Management (Central department 4)/Central Technology (Central department 4)/Energy and Media Supply (Central department 4)/Energy monitoring, Contracting (Central department 4)"
26073,TUZV441,Plant Technology Munich (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Site Munich (Central department 4)/Facility Management Munich (Central department 4)/Plant Technology Munich (Central department 4)
26077,TUZV442,Electrical Engineering Munich (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Site Munich (Central department 4)/Facility Management Munich (Central department 4)/Electrical Engineering Munich (Central department 4)
26081,TUZV443,Infrastructure Munich (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Site Munich (Central department 4)/Facility Management Munich (Central department 4)/Infrastructure Munich (Central department 4)
26089,TUZV445,Floor-space management (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Resource Planning (Central department 4)/Public Procurement Law and Floor-Space Management (Central department 4)/Floor-space management (Central department 4)
26122,TUZVR71,Administration,TUM/Central Service Institutions/IT Service Center (ITSZ)/Central Information Technology/Administration
26126,TUZVR72,SAP-Team,TUM/Central Service Institutions/IT Service Center (ITSZ)/Central Information Technology/SAP-Team
26130,TUZVR73,Campus-Management-Team,TUM/Central Service Institutions/IT Service Center (ITSZ)/Central Information Technology/Campus-Management-Team
26134,TUZVR7O,Web Portale,TUM/Central Service Institutions/IT Service Center (ITSZ)/Central Information Technology/Web Portale
26175,TUZVR84,Facility Management Weihenstephan (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Site Weihenstephan (Central department 4)/Facility Management Weihenstephan (Central department 4)
26217,TUZV841,Plant Technology Weihenstephan (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Site Weihenstephan (Central department 4)/Facility Management Weihenstephan (Central department 4)/Plant Technology Weihenstephan (Central department 4)
26221,TUZV842,Electrical Engineering Weihenstephan (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Site Weihenstephan (Central department 4)/Facility Management Weihenstephan (Central department 4)/Electrical Engineering Weihenstephan (Central department 4)
26225,TUZV843,Environmental technology and Disposal (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Central Technology (Central department 4)/Disposal and Environment (Central department 4)/Environmental technology and Disposal (Central department 4)
26229,TUZV844,Infrastructure Weihenstephan (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Site Weihenstephan (Central department 4)/Facility Management Weihenstephan (Central department 4)/Infrastructure Weihenstephan (Central department 4)
26233,TUZV845,"Depot, Property management (Central department 4)","TUM/Central Administration/Real Estate Management (Central department 4)/Site Weihenstephan (Central department 4)/Facility Management Weihenstephan (Central department 4)/Infrastructure Weihenstephan (Central department 4)/Depot, Property management (Central department 4)"
26237,TUZV846,Service operation (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Site Weihenstephan (Central department 4)/Service operation (Central department 4)
26519,TUMEGY0,Department of Gynecology (Prof. Kiechle),TUM/Schools/Medicine and Health/Departments/Clinical Medicine/Gynecology (Prof. Kiechle)
26541,TUMEAU0,Department of Ophthalmology (Prof. Charbel Issa),TUM/Schools/Medicine and Health/Departments/Clinical Medicine/Ophthalmology (Prof. Charbel Issa)
26607,TUZEIO1,Global,TUM/Functional Units/TUM Global & Alumni Office (HR3)/Global
26608,TUZEIO2,TUM Language Center,TUM/Central Service Institutions/TUM Language Center
26685,TUWZA1D,Greenhouses and Phytochambers Unit (GPU)	,TUM/Schools/Life Sciences/TUM Plant Technology Center (PTC)/Greenhouses and Phytochambers Unit/Greenhouses and Phytochambers Unit (GPU)	
26719,TUZEBMU,Site Munich,TUM/Central Service Institutions/University Libraries/Site Munich
26720,TUZEBFR,Site Weihenstephan,TUM/Central Service Institutions/University Libraries/Site Weihenstephan
26721,TUZEBGA,Site Garching,TUM/Central Service Institutions/University Libraries/Site Garching
26726,TUZEBSG,Central Service Institutions     Teilbibliothek Stammgelände,TUM/Central Service Institutions/University Libraries/Site Munich/Central Service Institutions
26728,TUZEBME,Central Service Institutions     Teilbibliothek Medizin,TUM/Central Service Institutions/University Libraries/Site Munich/Central Service Institutions
26729,TUZEBSP,Central Service Institutions     Teilbibliothek Sport- und Gesundheitswissenschaften,TUM/Central Service Institutions/University Libraries/Site Munich/Central Service Institutions
26738,TUZEBWZ,Central Service Institutions     Teilbibliothek Weihenstephan,TUM/Central Service Institutions/University Libraries/Site Weihenstephan/Central Service Institutions
26745,TUZEBMW,Central Service Institutions     Teilbibliothek Maschinenwesen,TUM/Central Service Institutions/University Libraries/Site Garching/Central Service Institutions
26746,TUZEBMI,Central Service Institutions     Teilbibliothek Mathematik / Informatik,TUM/Central Service Institutions/University Libraries/Site Garching/Central Service Institutions
26827,TUZEIVE,ZIEL Administration Office,TUM/Corporate Research Centers/ZIEL - Institute für Food & Health/ZIEL Administration Office
26848,TUZEIA0,Other Institution ZIEL-Mitglieder,TUM/Corporate Research Centers/ZIEL - Institute für Food & Health/Other Institution
26864,TUZEIA1,Food Safety,TUM/Other Scientific Institutions/Research Center Weihenstephan for Brewing and Food Quality/Food Safety
26866,TUZEIA3,Area ZIEL-Prof. Haller (LS),TUM/Corporate Research Centers/ZIEL - Institute für Food & Health/Other Institution/Area
26867,TUZEIA4,Area ZIEL-Prof. Hauner (MH),TUM/Corporate Research Centers/ZIEL - Institute für Food & Health/Other Institution/Area
26871,TUZEIA8,Area ZIEL-Prof. Klingenspor (LS),TUM/Corporate Research Centers/ZIEL - Institute für Food & Health/Other Institution/Area
26884,TUZEING,Research Groups,TUM/Corporate Research Centers/ZIEL - Institute für Food & Health/Research Groups
27382,TUMENW0,Institute of Neuroscience (Prof. Misgeld komm.),TUM/Schools/Medicine and Health/Departments/Preclinical Medicine/Neuroscience (Prof. Misgeld komm.)
27418,TUMEBB1,Chair of Biological Imaging (HMGU) (Prof. Ntziachristos),TUM/Schools/Medicine and Health/Departments/Preclinical Medicine/Weitere Lehrstühle und Professuren Preclinical Medicine/Biological Imaging (HMGU) (Prof. Ntziachristos)
27611,TUMEPC1,Chair of Plastic Surgery (Prof. Machens),TUM/Schools/Medicine and Health/Departments/Clinical Medicine/Plastic Surgery and Hand Surgery  (Prof. Machens)/Plastic Surgery (Prof. Machens)
27635,TUMEPS0,Department of Psychiatry and Psychotherapy (Prof. Priller),TUM/Schools/Medicine and Health/Departments/Clinical Medicine/Psychiatry and Psychotherapy (Prof. Priller)
27717,TUMEMI3,Assistant Professorship of Engineering Immune Cells for Therapy (N.N.),"TUM/Schools/Medicine and Health/Departments/Preclinical Medicine/Medical Microbiology, Immunology and Hygiene (Prof. Busch)/Engineering Immune Cells for Therapy (N.N.)"
27718,TUMEMI2,Associate Professorship of Medical Microbiology and Immunology  (Prof. Gerhard),"TUM/Schools/Medicine and Health/Departments/Preclinical Medicine/Medical Microbiology, Immunology and Hygiene (Prof. Busch)/Medical Microbiology and Immunology  (Prof. Gerhard)"
27783,TUMEDH3,Associate Professorship of Cardioanaesthesiology (DHM) (Prof. Tassani-Prell),TUM/Schools/Medicine and Health/Departments/Clinical Medicine/Institute of Anaesthesiology (DHM) (Prof. Tassani-Prell)/Cardioanaesthesiology (DHM) (Prof. Tassani-Prell)
27785,TUMEDH5,Associate Professorship of Cardiovascular Biology (DHM) (Prof. Görlach),TUM/Schools/Medicine and Health/Departments/Clinical Medicine/Paediatric Cardiology (DHM) (Prof. Ewert)/Cardiovascular Biology (DHM) (Prof. Görlach)
27799,TUMEER2,Associate Professorship of Paediatric Nutritional Medicine (Prof. Witt),TUM/Schools/Medicine and Health/Departments/Preclinical Medicine/Weitere Lehrstühle und Professuren Preclinical Medicine/Paediatric Nutritional Medicine (Prof. Witt)
27805,TUME3M2,Associate Professorship of Experimental Hematology (Prof. Schmidt-Supprian),TUM/Schools/Medicine and Health/Departments/Clinical Medicine/Experimental Hematology (Prof. Schmidt-Supprian)/Experimental Hematology (Prof. Schmidt-Supprian)
27831,TUMENL2,Associate Professorship of Neurology focusing on Neurological Pain Theory and Pain Research (Prof. Tölle),TUM/Schools/Medicine and Health/Departments/Clinical Medicine/Neurology (Prof. Hemmer)/Neurology focusing on Neurological Pain Theory and Pain Research (Prof. Tölle)
27844,TUMEST2,Associate Professorship of Experimental Radiation Oncology / Radiation Biology (Prof. Multhoff),TUM/Schools/Medicine and Health/Departments/Clinical Medicine/Radiooncology and Radiation Therapy  (Prof. Combs)/Experimental Radiation Oncology / Radiation Biology (Prof. Multhoff)
28310,TUMEOR2,"Associate Professorship of Paediatric Neuroorthopaedics, Main Research: Cerebral Palsy  (Prof. Lampe)","TUM/Schools/Medicine and Health/Departments/Clinical Medicine/Orthopedics and Sports Orthopedics (Prof. von Eisenhart-Rothe)/Paediatric Neuroorthopaedics, Main Research: Cerebral Palsy  (Prof. Lampe)"
28978,TUWZA1S,Student apprentice Weihenstephan (LS) - School Office,TUM/Schools/Life Sciences/School Office/Student apprentice Weihenstephan (LS)
29111,TUWZA7Y,Life Sciences IT (LSIT) - School Office,TUM/Schools/Life Sciences/School Office/Life Sciences IT (LSIT)
29165,TUZECRC,TUM Catalysis Research Center (CRC),TUM/Corporate Research Centers/TUM Catalysis Research Center (CRC)
29304,TUPEX00,Additional people,TUM/Institutions close to the University/Additional people
29396,TUPRSTB,Office of the President,TUM/TUM Board of Management/Office of the President
30290,TUVB000,Officers and Representatives,TUM/Officers and Representatives
30295,TUVBP00,Staff councils,TUM/Officers and Representatives/Staff councils
30304,TUVBPGB,Equal Opportunity Officer,TUM/Officers and Representatives/Equal Opportunity Officer
30305,TUVBPSB,Inclusion officer,TUM/Officers and Representatives/Inclusion officer
30306,TUVBPSY,Psycho-social counselling,"TUM/Functional Units/Health, Safety, Radiation Protection (HR6)/Psycho-social counselling"
30361,TUVBSBV,Student Representatives,TUM/Officers and Representatives/Student Representatives
30362,TUVBSFR,Student representatives,TUM/Officers and Representatives/Student Representatives/Student representatives
30363,TUVBSFS,Student councils,TUM/Officers and Representatives/Student Representatives/Student councils
30369,TUVBSBB,Disabled students officer,TUM/Officers and Representatives/Disabled students officer
30370,TUVBW00,Representatives for administrative staff,TUM/Officers and Representatives/Representatives for administrative staff
30371,TUVBWKM,The Assembly of Academic Staff and Doctoral Candidates,TUM/Officers and Representatives/Representatives for administrative staff/The Assembly of Academic Staff and Doctoral Candidates
30374,TUVBFBA,Gender Equality Officer,TUM/Officers and Representatives/Gender Equality Officer
30375,TUVBDSB,Data Protection Official,TUM/Officers and Representatives/Data Protection Official
30697,TUINI20,Informatics 20 - Chair of IT Security (Prof. Eckert),"TUM/Schools/Computation, Information and Technology/Departments/Computer Engineering/IT Security (Prof. Eckert)"
31224,TUCSVRW,TUMCS Office,TUM/Integrative Research Institutes/TUM Campus Straubing for Biotechnology and Sustainability (TUMCS)/TUMCS Office
31359,TUCHNMR,Bayerisches NMR-Zentrum,TUM/Schools/Natural Sciences/Bayerisches NMR-Zentrum
31363,TUZEBFZ,BayFrance - Bayerisch-Französisches Hochschulzentrum,TUM/Institutions close to the University/BayFrance - Bayerisch-Französisches Hochschulzentrum
31435,TUVBPRA,General staff council,TUM/Officers and Representatives/Staff councils/General staff council
31436,TUVBPRM,Employee Council München,TUM/Officers and Representatives/Staff councils/Employee Council München
31437,TUVBPRG,Employee Council Garching,TUM/Officers and Representatives/Staff councils/Employee Council Garching
31438,TUVBPRW,Employee Council Weihenstephan,TUM/Officers and Representatives/Staff councils/Employee Council Weihenstephan
31951,TUZVZA5,TUM Legal Office (Central department 5),TUM/Central Administration/TUM Legal Office (Central department 5)
31952,TUZVR51,University law (department 51),TUM/Central Administration/TUM Legal Office (Central department 5)/University law (department 51)
31953,TUZVR52,Research cooperations (department 52),TUM/Central Administration/TUM Legal Office (Central department 5)/Research cooperations (department 52)
31954,TUZVR53,General legal matters (department 53),TUM/Central Administration/TUM Legal Office (Central department 5)/General legal matters (department 53)
31979,TUZVHR4,"Hochschulreferat 4 - TUM Office for Research and Innovation (ForTe, HR4)","TUM/Functional Units/TUM Office for Research and Innovation (ForTe, HR4)"
32801,TUPHBIO,Representative Information Officer Former TUM Department of Physics,TUM/Academic department/Former TUM Department of Physics/Representatives/Representative
32802,TUPHBDS,Data Protection Representative Former TUM Department of Physics,TUM/Academic department/Former TUM Department of Physics/Representatives/Data Protection Representative
32904,TUEIBIO,Information officer Former TUM Department of Electrical and Computer Engineering,TUM/Academic department/Former TUM Department of Electrical and Computer Engineering/Representatives/Information officer
32905,TUEIBDS,Data Protection Representative Former TUM Department of Electrical and Computer Engineering,TUM/Academic department/Former TUM Department of Electrical and Computer Engineering/Representatives/Data Protection Representative
33163,TUPEX01,TUM,TUM/Institutions close to the University/Additional people/TUM
33167,TUPEX05,Not assigned,TUM/Institutions close to the University/Additional people/Not assigned
33450,TUEDS09,Associate Professorship of Life Sciences Education (Prof. Nerdel),TUM/Schools/Social Sciences and Technology/Departments/Educational Sciences/Life Sciences Education (Prof. Nerdel)
37495,TUCSP01,Chair of Chemistry of Biogenic Resources (Prof. Sieber),TUM/Integrative Research Institutes/TUM Campus Straubing for Biotechnology and Sustainability (TUMCS)/Chairs and Professorships/Chemistry of Biogenic Resources (Prof. Sieber)
37555,TUZV44A,Technical office Mechanical engineering (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Site Munich (Central department 4)/Facility Management Munich (Central department 4)/Plant Technology Munich (Central department 4)/Technical office Mechanical engineering (Central department 4)
37569,TUZV44B,Repair shop Control engineering and Conveyor technique (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Site Munich (Central department 4)/Facility Management Munich (Central department 4)/Electrical Engineering Munich (Central department 4)/Repair shop Control engineering and Conveyor technique (Central department 4)
37584,TUZV44C,Repair shop Heating air - Conditioning - Sanitary (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Site Munich (Central department 4)/Facility Management Munich (Central department 4)/Plant Technology Munich (Central department 4)/Repair shop Heating air - Conditioning - Sanitary (Central department 4)
37585,TUZV44D,Joinery and Metal workshop (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Site Munich (Central department 4)/Facility Management Munich (Central department 4)/Plant Technology Munich (Central department 4)/Joinery and Metal workshop (Central department 4)
37586,TUZV44E,Heating and Air conditioning technology (Pasing) (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Site Munich (Central department 4)/Facility Management Munich (Central department 4)/Plant Technology Munich (Central department 4)/Heating and Air conditioning technology (Pasing) (Central department 4)
37622,TUZV44G,Technical office Electrical engineering (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Site Munich (Central department 4)/Facility Management Munich (Central department 4)/Electrical Engineering Munich (Central department 4)/Technical office Electrical engineering (Central department 4)
37623,TUZV44H,Technical office Telecommunication (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Site Munich (Central department 4)/Facility Management Munich (Central department 4)/Electrical Engineering Munich (Central department 4)/Technical office Telecommunication (Central department 4)
37668,TUZV44J,Repair shop Electrical engineering (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Site Munich (Central department 4)/Facility Management Munich (Central department 4)/Electrical Engineering Munich (Central department 4)/Repair shop Electrical engineering (Central department 4)
37796,TUZV44K,Repair shop Media technology (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Site Munich (Central department 4)/Facility Management Munich (Central department 4)/Electrical Engineering Munich (Central department 4)/Repair shop Media technology (Central department 4)
37801,TUZV44L,Repair shop Telecommunication (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Site Munich (Central department 4)/Facility Management Munich (Central department 4)/Electrical Engineering Munich (Central department 4)/Repair shop Telecommunication (Central department 4)
37984,TUZV44M,"Post office, Courier service (Central department 4)","TUM/Central Administration/Real Estate Management (Central department 4)/Site Munich (Central department 4)/Facility Management Munich (Central department 4)/Infrastructure Munich (Central department 4)/Post office, Courier service (Central department 4)"
37985,TUZV44N,Registrar's office (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Site Munich (Central department 4)/Facility Management Munich (Central department 4)/Infrastructure Munich (Central department 4)/Registrar's office (Central department 4)
37986,TUZV44O,Official vehicle (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Site Munich (Central department 4)/Facility Management Munich (Central department 4)/Infrastructure Munich (Central department 4)/Official vehicle (Central department 4)
37988,TUZV44Q,Guarding (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Site Munich (Central department 4)/Facility Management Munich (Central department 4)/Infrastructure Munich (Central department 4)/Guarding (Central department 4)
37989,TUZV44R,"Cleaning, Maintenance of outside facilities, Invitations to bid (Central department 4)","TUM/Central Administration/Real Estate Management (Central department 4)/Site Munich (Central department 4)/Facility Management Munich (Central department 4)/Infrastructure Munich (Central department 4)/Cleaning, Maintenance of outside facilities, Invitations to bid (Central department 4)"
37990,TUZV44S,Key management (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Site Munich (Central department 4)/Facility Management Munich (Central department 4)/Infrastructure Munich (Central department 4)/Key management (Central department 4)
37992,TUZV44U,Caretaking service (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Site Munich (Central department 4)/Facility Management Munich (Central department 4)/Infrastructure Munich (Central department 4)/Caretaking service (Central department 4)
38003,TUZV44V,Maintenance Service at TUM CiO (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Site Munich (Central department 4)/Facility Management Munich (Central department 4)/Infrastructure Munich (Central department 4)/Maintenance Service at TUM CiO (Central department 4)
38004,TUZV44W,"Electrical engineering, Metalworking shop (Central department 4)","TUM/Central Administration/Real Estate Management (Central department 4)/Site Munich (Central department 4)/Construction Management Munich (Central department 4)/TUM Campus at the Olympic Park (Central department 4)/Electrical engineering, Metalworking shop (Central department 4)"
38010,TUZV45A,Lecture hall management (Central department 4),TUM/Central Administration/Real Estate Management (Central department 4)/Resource Planning (Central department 4)/Public Procurement Law and Floor-Space Management (Central department 4)/Floor-space management (Central department 4)/Lecture hall management (Central department 4)
